Trip ID,Date,Retailer,Parent Brand,User ID,Item Dollars,Item Units
14879432,4/11/2014,Walmart,Rockstar,456181,$1,1
14880208,4/16/2014,Safeway,Red Bull,278381,$8,1
14880276,4/13/2014,Walmart,Red Bull,278381,$6,1
14880624,4/18/2014,Kroger,Red Bull,340212,$8,1
14880986,4/12/2014,Walgreens,5 Hour Energy,53109,$16,3
14881145,4/18/2014,Safeway,5 Hour Energy,282863,$9,1
14881145,4/18/2014,Safeway,Monster,282863,$2,1
14881152,4/18/2014,Walmart,Monster,435038,$14,1
14881181,4/12/2014,Walmart,Monster,271497,$2,1
14881390,4/18/2014,Walmart,Red Bull,385263,$2,1
14881573,4/18/2014,CVS,Monster,440245,$4,2
14882332,4/18/2014,Target,5 Hour Energy,284100,$5,1
14882347,4/18/2014,Walgreens,Monster,9804,$2,1
14882758,4/18/2014,Costco,Monster,362838,$29,1
14883332,4/18/2014,Target,Monster,485007,$17,1
14883424,4/18/2014,Walmart,Monster,462890,$2,1
14884283,4/18/2014,Target,Monster,189761,$5,1
14884528,4/14/2014,Walgreens,Red Bull,422439,$7,2
14885022,4/18/2014,Kroger,Monster,60642,$2,1
14885223,4/18/2014,Walmart,5 Hour Energy,331342,$5,1
14885250,4/18/2014,Walgreens,Red Bull,361047,$5,1
14885689,4/18/2014,Safeway,Monster,480444,$4,2
14885689,4/18/2014,Safeway,Rockstar,480444,$4,2
14887564,4/6/2014,Kroger,Monster,201518,$6,1
14887959,4/18/2014,Kroger,Red Bull,270549,$6,1
14888251,4/18/2014,Target,Monster,359997,$16,2
14888314,4/18/2014,Kroger,Monster,95089,$6,3
14888437,4/12/2014,Walmart,5 Hour Energy,424664,$36,2
14888914,4/16/2014,Walmart,Red Bull,480055,$36,2
14889148,4/18/2014,Target,Rockstar,428430,$10,6
14889269,4/18/2014,Kroger,Monster,137982,$2,1
14889413,4/18/2014,Target,Red Bull,171239,$8,3
14889441,4/18/2014,Kroger,Monster,324122,$2,1
14890208,4/17/2014,Walmart,Red Bull,280732,$4,2
14890411,4/17/2014,Walmart,Monster,3079,$2,1
14890668,4/18/2014,Safeway,Monster,387483,$8,6
14891259,4/18/2014,Walmart,Red Bull,385900,$18,1
14891760,4/18/2014,Walmart,Monster,436750,$6,1
14891964,4/18/2014,Walgreens,Red Bull,410778,$5,1
14892188,4/16/2014,Walmart,Rockstar,249095,$2,1
14892603,4/19/2014,Walmart,Red Bull,114701,$2,1
14892671,4/18/2014,Walgreens,Monster,399623,$4,2
14894074,4/18/2014,Walmart,Rockstar,319794,$2,1
14894210,4/18/2014,Target,Monster,104835,$2,1
14894699,4/18/2014,Safeway,Monster,437516,$7,1
14894699,4/18/2014,Safeway,Red Bull,437516,$9,1
14894862,4/12/2014,Walgreens,Red Bull,354416,$3,1
14894912,4/17/2014,Walmart,Red Bull,354416,$4,1
14894962,4/16/2014,CVS,Monster,388822,$2,1
14895064,4/14/2014,Kroger,5 Hour Energy,333219,$14,1
14895130,4/18/2014,Target,Rockstar,278780,$3,1
14895246,4/15/2014,Walgreens,Monster,495292,$4,2
14895253,4/13/2014,Walmart,Monster,495292,$8,2
14895356,4/18/2014,Walgreens,Red Bull,129781,$4,1
14895530,4/15/2014,Kroger,Monster,108902,$2,1
14895530,4/15/2014,Kroger,Red Bull,108902,$5,2
14895754,4/19/2014,Walgreens,Monster,349699,$4,1
14896016,4/15/2014,Kroger,Monster,456609,$2,1
14896044,4/18/2014,Walmart,Monster,37677,$2,1
14896826,4/19/2014,Walgreens,Red Bull,97103,$4,1
14896965,4/18/2014,Walmart,Red Bull,292247,$4,1
14897550,4/7/2014,Walmart,5 Hour Energy,293045,$12,1
14897671,4/18/2014,CVS,Red Bull,293187,$6,1
14897894,4/15/2014,Target,Red Bull,26017,$2,1
14898371,4/18/2014,Walgreens,Red Bull,288125,$5,1
14899296,4/18/2014,Walgreens,Monster,106852,$2,1
14899527,4/6/2014,Publix,Red Bull,235381,$4,1
14899567,4/7/2014,Kroger,Red Bull,446287,$2,1
14899998,4/18/2014,Walmart,Monster,273093,$4,2
14900613,4/17/2014,CVS,Red Bull,454735,$16,2
14900846,4/16/2014,Publix,Rockstar,32984,$2,1
14900978,4/19/2014,Walmart,Red Bull,402942,$2,1
14901165,4/16/2014,Walmart,Monster,253600,$12,2
14901837,4/19/2014,Target,Red Bull,302663,$6,1
14901890,4/18/2014,Walmart,Monster,12816,$14,1
14902067,4/19/2014,Walmart,Monster,399084,$2,1
14905135,4/14/2014,Walmart,Monster,192999,$4,2
14905290,4/18/2014,Walmart,5 Hour Energy,379224,$18,1
14905355,4/19/2014,Walmart,Monster,384935,$2,1
14905545,4/18/2014,Walmart,Rockstar,219245,$2,1
14905909,4/8/2014,Walmart,Monster,203858,$14,1
14905928,4/13/2014,Kroger,Red Bull,76895,$21,1
14906604,4/18/2014,Kroger,Monster,67568,$9,4
14906644,4/19/2014,Safeway,Rockstar,358311,$4,2
14906769,4/18/2014,Kroger,Monster,161781,$2,1
14907015,4/7/2014,Kroger,Red Bull,220025,$2,1
14907236,4/19/2014,Walmart,Monster,443621,$2,1
14907737,4/18/2014,Publix,Red Bull,80484,$2,1
14907785,4/18/2014,Walgreens,Red Bull,22496,$2,1
14908239,4/19/2014,Kroger,Red Bull,376741,$2,1
14908311,4/19/2014,Walmart,Rockstar,272541,$2,1
14908485,4/18/2014,Kroger,Monster,318499,$3,2
14908959,4/19/2014,Walmart,Monster,234391,$8,2
14909340,4/18/2014,Kroger,Monster,249847,$4,2
14909462,4/8/2014,Walmart,Monster,151949,$2,1
14909806,4/19/2014,Kroger,Red Bull,85606,$3,2
14909825,4/12/2014,Walgreens,Red Bull,259396,$5,1
14909947,4/18/2014,Kroger,5 Hour Energy,211104,$5,1
14910175,4/19/2014,Walmart,Monster,182135,$2,1
14910614,4/15/2014,Walmart,Monster,429109,$2,1
14911033,4/18/2014,Walmart,Monster,423773,$6,1
14911848,4/18/2014,Target,Rockstar,222804,$1,1
14912410,4/13/2014,Kroger,Monster,160866,$2,1
14913336,4/6/2014,Kroger,Red Bull,192223,$2,1
14913936,4/18/2014,Kroger,Monster,360017,$6,2
14914067,4/19/2014,Walgreens,Rockstar,379787,$2,2
14914923,4/17/2014,Walmart,Monster,406774,$2,1
14914986,4/19/2014,Walgreens,Red Bull,344956,$2,1
14915146,4/19/2014,Walmart,Red Bull,368149,$2,1
14915534,4/19/2014,Walmart,5 Hour Energy,409500,$3,1
14915557,4/18/2014,Walgreens,Rockstar,310300,$0,1
14915647,4/19/2014,Walmart,Red Bull,438607,$6,1
14916109,4/19/2014,Walmart,Rockstar,373774,$3,2
14916603,4/19/2014,Walmart,Red Bull,363212,$18,1
14916980,4/19/2014,Walmart,Red Bull,96226,$8,2
14917497,4/19/2014,Walgreens,Red Bull,473563,$4,1
14917562,4/15/2014,Kroger,Monster,337796,$5,3
14918549,4/19/2014,Kroger,Monster,318499,$5,3
14918616,4/19/2014,Walmart,Monster,209068,$4,2
14919263,4/19/2014,Target,Monster,359936,$2,1
14919746,4/11/2014,Target,Red Bull,84511,$3,1
14920055,4/18/2014,Target,Rockstar,332249,$6,1
14920152,4/19/2014,Kroger,Monster,289887,$6,1
14920152,4/19/2014,Kroger,Red Bull,289887,$7,2
14920152,4/19/2014,Kroger,Rockstar,289887,$2,1
14920374,4/18/2014,Walmart,Monster,496891,$2,1
14921067,4/12/2014,Walmart,Monster,488843,$2,1
14921662,4/17/2014,Target,Red Bull,257212,$18,1
14921947,4/19/2014,Kroger,Red Bull,437534,$3,50
14922611,4/19/2014,Walmart,Monster,145065,$2,1
14922611,4/19/2014,Walmart,Rockstar,145065,$4,2
14922755,4/18/2014,Publix,Rockstar,32984,$2,1
14922872,4/11/2014,CVS,Rockstar,145065,$4,2
14923122,4/18/2014,Safeway,Monster,408771,$5,2
14923311,4/19/2014,Target,Red Bull,401913,$7,1
14923373,4/19/2014,Walmart,Red Bull,89566,$6,1
14924682,4/19/2014,Walmart,Monster,466599,$2,1
14924827,4/19/2014,Walgreens,5 Hour Energy,495265,$7,2
14924893,4/6/2014,Walmart,Monster,106400,$2,1
14924918,4/19/2014,Kroger,Rockstar,395686,$2,1
14925097,4/14/2014,Walmart,Rockstar,95826,$2,1
14925481,4/19/2014,Walmart,Rockstar,361185,$2,1
14925505,4/19/2014,Kroger,Monster,185518,$2,1
14925537,4/19/2014,Kroger,5 Hour Energy,205329,$5,1
14925537,4/19/2014,Kroger,Rockstar,205329,$2,1
14926196,4/19/2014,Walgreens,Monster,318008,$11,3
14926518,4/15/2014,Walgreens,Rockstar,456804,$4,2
14927203,4/19/2014,Publix,Rockstar,467455,$2,1
14927481,4/19/2014,Target,Monster,307600,$5,1
14927645,4/19/2014,Kroger,5 Hour Energy,78386,$5,1
14927808,4/18/2014,Walmart,Monster,363902,$2,1
14927842,4/19/2014,Kroger,Red Bull,372978,$3,2
14927958,4/19/2014,Walmart,Red Bull,363328,$3,1
14929268,4/16/2014,Walgreens,Red Bull,366091,$5,1
14929541,4/18/2014,Safeway,Monster,82037,$3,1
14930815,4/18/2014,Walmart,Monster,466256,$2,1
14931166,4/18/2014,Walmart,Monster,470851,$2,1
14931312,4/19/2014,Walmart,Red Bull,113146,$2,1
14931979,4/19/2014,Walmart,Monster,385263,$2,1
14932192,4/17/2014,CVS,Red Bull,475706,$5,2
14932199,4/19/2014,Walmart,Red Bull,90716,$2,1
14932968,4/19/2014,Walmart,Red Bull,457027,$9,2
14933329,4/19/2014,Walmart,Monster,211841,$4,2
14933514,4/11/2014,Walmart,Monster,280045,$6,1
14933514,4/11/2014,Walmart,Red Bull,280045,$6,1
14933656,4/19/2014,Safeway,Red Bull,165845,$5,3
14933670,4/19/2014,Costco,Red Bull,43271,$34,1
14934032,4/19/2014,Target,Monster,470491,$5,1
14934054,4/17/2014,Walmart,Monster,473329,$6,1
14934095,4/19/2014,Target,Red Bull,88556,$10,1
14935802,4/19/2014,Kroger,Red Bull,199270,$2,1
14936244,4/16/2014,Target,Monster,85817,$2,1
14936997,4/18/2014,CVS,Monster,218633,$10,1
14937094,4/19/2014,Target,Monster,482510,$11,1
14937209,4/15/2014,Walmart,Rockstar,1428,$2,1
14937439,4/17/2014,Walmart,Red Bull,370261,$6,2
14937731,4/19/2014,Safeway,5 Hour Energy,350664,$6,1
14937804,4/18/2014,Walgreens,Red Bull,292019,$3,1
14938120,4/19/2014,Kroger,Red Bull,454326,$4,1
14939425,4/16/2014,Walmart,Monster,421106,$2,1
14939503,4/19/2014,Walmart,Rockstar,441490,$4,2
14940095,4/19/2014,Walgreens,5 Hour Energy,361089,$8,1
14940747,4/15/2014,Walmart,Monster,375241,$6,1
14941026,4/19/2014,Safeway,Red Bull,445616,$2,1
14941048,4/19/2014,Kroger,Rockstar,426608,$6,3
14941686,4/19/2014,Walgreens,Red Bull,191740,$5,2
14941960,4/15/2014,Walmart,Red Bull,273102,$6,1
14942028,4/19/2014,Walmart,Red Bull,479874,$6,2
14942164,4/18/2014,Kroger,Red Bull,331978,$2,1
14942248,4/17/2014,Walmart,Monster,324130,$6,1
14942657,4/19/2014,Walmart,Red Bull,225460,$10,1
14944037,4/14/2014,Safeway,Red Bull,472721,$3,1
14944037,4/14/2014,Safeway,Rockstar,472721,$4,2
14944960,4/19/2014,Walmart,Red Bull,9662,$3,1
14945997,4/19/2014,Target,Red Bull,460195,$6,1
14946307,4/18/2014,Kroger,Red Bull,160194,$2,1
14946506,4/8/2014,Walmart,Red Bull,388564,$4,1
14946638,4/16/2014,Safeway,Monster,171999,$2,1
14946942,4/19/2014,Target,Monster,67283,$5,1
14947162,4/19/2014,Walmart,Rockstar,428878,$2,1
14947657,4/17/2014,Kroger,Red Bull,304464,$6,4
14948219,4/19/2014,Walmart,5 Hour Energy,496971,$3,1
14949219,4/19/2014,Walmart,Monster,449481,$6,1
14949249,4/17/2014,Walmart,Red Bull,292685,$2,1
14949270,4/15/2014,Walmart,Red Bull,292685,$3,1
14949309,4/19/2014,Walmart,Monster,307023,$2,1
14949728,4/19/2014,Kroger,Red Bull,313210,$5,2
14949824,4/19/2014,Kroger,Red Bull,165036,$2,1
14949951,4/19/2014,Walmart,Red Bull,388673,$3,1
14950015,4/19/2014,Target,Red Bull,292055,$2,1
14950533,4/12/2014,Kroger,Red Bull,57726,$2,1
14951263,4/19/2014,Target,Rockstar,393382,$1,1
14951830,4/19/2014,Walmart,Monster,124309,$2,1
14952259,4/12/2014,Safeway,Monster,310390,$6,1
14952259,4/12/2014,Safeway,Rockstar,310390,$5,1
14952921,4/19/2014,Walmart,Monster,353228,$4,2
14952976,4/19/2014,Walmart,Monster,357203,$6,1
14953110,4/14/2014,Kroger,Red Bull,260610,$2,1
14954437,4/19/2014,Kroger,Red Bull,376741,$2,1
14954450,4/8/2014,Safeway,Red Bull,161007,$5,1
14954462,4/20/2014,Kroger,Red Bull,54376,$2,1
14954544,4/18/2014,CVS,Monster,419459,$10,8
14954613,4/20/2014,Kroger,Rockstar,510416,$2,1
14954978,4/18/2014,Walmart,Red Bull,207885,$2,1
14955258,4/19/2014,Walmart,Monster,288922,$4,2
14955351,4/14/2014,Walmart,5 Hour Energy,349424,$12,1
14955755,4/19/2014,Target,Red Bull,322669,$2,1
14956415,4/19/2014,Walmart,Red Bull,233227,$10,1
14958234,4/20/2014,Walmart,Red Bull,305602,$3,1
14958276,4/20/2014,Walmart,Red Bull,331867,$2,1
14958706,4/14/2014,Kroger,Monster,442508,$19,3
14958762,4/18/2014,Walmart,Monster,206908,$8,2
14958942,4/18/2014,Walgreens,Red Bull,274221,$4,1
14959295,4/12/2014,Walmart,Red Bull,390098,$3,1
14959665,4/17/2014,Walmart,5 Hour Energy,228227,$5,2
14960068,4/13/2014,Kroger,Red Bull,238299,$14,2
14960186,4/17/2014,Walmart,Monster,273343,$14,1
14960234,4/20/2014,Safeway,Red Bull,283622,$5,2
14961776,4/20/2014,Walmart,Monster,244535,$2,1
14962067,4/20/2014,Walgreens,Red Bull,81170,$3,1
14962288,4/20/2014,Walmart,Red Bull,195678,$6,1
14962946,4/19/2014,Walgreens,5 Hour Energy,495265,$6,1
14963112,4/19/2014,Walmart,Red Bull,277163,$2,1
14963170,4/20/2014,Safeway,Red Bull,398488,$2,1
14963596,4/19/2014,Walgreens,Monster,51187,$4,1
14963744,4/15/2014,Walmart,Red Bull,321435,$2,1
14964068,4/20/2014,Walmart,Monster,430941,$6,1
14964454,4/19/2014,Kroger,5 Hour Energy,26627,$11,2
14964620,4/19/2014,Kroger,Red Bull,32036,$2,1
14964868,4/11/2014,Walmart,Red Bull,286775,$2,1
14964905,4/20/2014,Walmart,Rockstar,469270,$3,2
14965480,4/18/2014,Target,Red Bull,121701,$7,1
14966462,4/20/2014,Walmart,5 Hour Energy,444546,$5,1
14966558,4/19/2014,CVS,5 Hour Energy,404059,$6,1
14967988,4/18/2014,Walmart,Red Bull,316235,$4,1
14968122,4/20/2014,Safeway,Monster,342949,$2,1
14968576,4/20/2014,Walmart,Monster,389267,$6,1
14968723,4/20/2014,Safeway,Red Bull,473677,$5,1
14969158,4/19/2014,Safeway,Rockstar,248073,$2,1
14969559,4/18/2014,Target,Monster,134209,$4,2
14969843,4/14/2014,Safeway,Red Bull,316235,$3,1
14970398,4/18/2014,Kroger,Red Bull,345172,$4,1
14970624,4/18/2014,CVS,Red Bull,34781,$2,1
14970732,4/19/2014,Target,Red Bull,511293,$2,1
14970801,4/19/2014,Walmart,Red Bull,43695,$7,2
14971054,4/10/2014,Walmart,Monster,197054,$6,2
14971193,4/20/2014,Walmart,Monster,244535,$2,1
14971505,4/16/2014,Kroger,Rockstar,79432,$4,2
14971699,4/19/2014,Walmart,Monster,318755,$14,1
14971811,4/18/2014,Safeway,Monster,363974,$4,2
14971863,4/6/2014,Walmart,Monster,230519,$2,1
14971909,4/20/2014,Walmart,Red Bull,224992,$5,2
14972085,4/16/2014,Walmart,5 Hour Energy,449129,$18,1
14972364,4/19/2014,Walmart,Red Bull,42933,$3,1
14972956,4/18/2014,Safeway,Red Bull,396643,$3,2
14972970,4/18/2014,Safeway,Rockstar,396643,$2,1
14973049,4/19/2014,Safeway,Red Bull,474675,$4,1
14973577,4/20/2014,Walmart,Monster,484311,$6,1
14973684,4/19/2014,Kroger,Red Bull,115846,$2,1
14973959,4/20/2014,CVS,Monster,458862,$2,1
14974042,4/9/2014,Target,Monster,225325,$5,1
14974289,4/20/2014,Safeway,Monster,246918,$2,1
14974517,4/18/2014,Target,Monster,86264,$5,1
14974975,4/18/2014,Target,Red Bull,186839,$2,1
14975992,4/15/2014,Walmart,Red Bull,447741,$6,1
14976207,4/19/2014,Publix,Monster,211741,$8,1
14976505,4/20/2014,Kroger,Rockstar,120087,$2,1
14977055,4/19/2014,CVS,Red Bull,318520,$3,1
14977257,4/20/2014,Kroger,Red Bull,487757,$3,1
14977261,4/20/2014,Walmart,Monster,398860,$2,1
14978366,4/19/2014,Safeway,Monster,35398,$3,2
14978434,4/20/2014,Walmart,Monster,252593,$4,2
14979235,4/18/2014,Walgreens,Monster,399623,$4,2
14979242,4/20/2014,Safeway,Red Bull,377143,$3,1
14979289,4/19/2014,Walgreens,Red Bull,393585,$4,1
14979371,4/20/2014,Walgreens,5 Hour Energy,361089,$8,1
14979483,4/19/2014,Walmart,Monster,440564,$4,2
14979649,4/12/2014,Kroger,Red Bull,71677,$2,1
14979903,4/20/2014,Walmart,Red Bull,184035,$3,1
14980334,4/20/2014,Safeway,Red Bull,100278,$5,3
14980839,4/19/2014,Walmart,Red Bull,381123,$4,2
14981198,4/20/2014,Walmart,Red Bull,44777,$2,1
14981449,4/20/2014,Walmart,Red Bull,244848,$6,1
14982410,4/19/2014,Walgreens,Monster,452892,$4,2
14982616,4/19/2014,Publix,Monster,511446,$2,1
14982616,4/19/2014,Publix,Rockstar,511446,$2,1
14982653,4/19/2014,Walmart,Monster,403102,$4,2
14982848,4/19/2014,CVS,Monster,331200,$4,2
14982989,4/18/2014,Walmart,Red Bull,167376,$6,1
14983069,4/19/2014,Walmart,5 Hour Energy,487892,$13,1
14983100,4/20/2014,Walmart,Monster,278166,$2,1
14983143,4/13/2014,Walmart,Rockstar,284807,$2,1
14983220,4/20/2014,Walmart,Monster,15740,$2,1
14983318,4/14/2014,Walmart,Monster,284807,$2,1
14983318,4/14/2014,Walmart,Rockstar,284807,$2,1
14983431,4/18/2014,Walmart,Rockstar,284807,$2,1
14984043,4/20/2014,Safeway,Monster,384696,$4,2
14984245,4/12/2014,Kroger,Red Bull,148180,$2,1
14984377,4/10/2014,Costco,Red Bull,232923,$34,1
14984511,4/20/2014,Walmart,Monster,509331,$32,4
14984629,4/20/2014,Walmart,Red Bull,436307,$3,2
14984762,4/16/2014,Walmart,Red Bull,280732,$2,1
14984852,4/19/2014,Walmart,Monster,380405,$14,1
14985031,4/17/2014,Kroger,Monster,246504,$2,1
14985279,4/20/2014,Walgreens,Monster,379787,$2,1
14985283,4/20/2014,Walmart,Red Bull,383256,$3,1
14985298,4/20/2014,Walmart,Red Bull,431761,$4,2
14985916,4/20/2014,Walmart,5 Hour Energy,422584,$5,1
14985996,4/19/2014,CVS,5 Hour Energy,53109,$6,1
14986010,4/17/2014,Walmart,Red Bull,228097,$6,1
14986552,4/19/2014,Walgreens,5 Hour Energy,53109,$8,2
14986621,4/18/2014,Walmart,Red Bull,419119,$36,2
14986744,4/20/2014,Walmart,Monster,391644,$12,2
14987048,4/19/2014,Walgreens,5 Hour Energy,53109,$8,1
14987103,4/19/2014,Target,Monster,90184,$5,1
14987177,4/16/2014,Walmart,Monster,348563,$2,1
14987463,4/20/2014,Walmart,Red Bull,97790,$3,1
14987537,4/19/2014,Walmart,Red Bull,424202,$12,2
14987698,4/19/2014,Walgreens,Rockstar,79432,$4,4
14987953,4/17/2014,Target,Monster,322358,$5,1
14988686,4/20/2014,Walmart,Red Bull,372798,$2,1
14988738,4/20/2014,Walgreens,Rockstar,305993,$4,2
14988993,4/12/2014,Kroger,Red Bull,295717,$21,1
14989608,4/16/2014,Walmart,Rockstar,445973,$3,2
14989801,4/20/2014,CVS,Monster,241271,$2,1
14990358,4/16/2014,Safeway,Rockstar,358311,$2,1
14990398,4/16/2014,Publix,Red Bull,1316,$3,1
14990426,4/16/2014,Publix,Red Bull,1316,$4,1
14990453,4/20/2014,Kroger,Monster,270536,$4,2
14990460,4/16/2014,Publix,Monster,1316,$2,1
14990492,4/18/2014,Walmart,Monster,511504,$2,1
14990758,4/19/2014,Safeway,5 Hour Energy,77480,$6,1
14990834,4/19/2014,Walmart,Red Bull,351514,$3,1
14991102,4/19/2014,Walmart,Red Bull,475351,$3,1
14991140,4/18/2014,Kroger,Monster,253916,$4,2
14991210,4/20/2014,Walmart,Monster,97947,$18,3
14991679,4/19/2014,Walmart,Monster,196988,$2,1
14992052,4/18/2014,Walmart,Red Bull,182156,$6,1
14992300,4/18/2014,Kroger,5 Hour Energy,430326,$32,4
14992508,4/20/2014,Walmart,Rockstar,199581,$2,1
14992847,4/15/2014,Costco,Red Bull,282967,$34,1
14993242,4/20/2014,Kroger,Monster,472069,$16,1
14993359,4/20/2014,Walmart,Monster,387742,$6,1
14993762,4/20/2014,Walmart,Red Bull,356119,$3,1
14993861,4/20/2014,Walmart,Monster,275518,$14,1
14993992,4/13/2014,Walmart,Monster,275518,$14,1
14994512,4/20/2014,Walmart,Red Bull,469750,$4,1
14994737,4/19/2014,Target,5 Hour Energy,417102,$2,1
14994774,4/20/2014,Safeway,Monster,271528,$12,2
14994848,4/20/2014,Safeway,Rockstar,319738,$2,1
14994900,4/20/2014,Safeway,Rockstar,319738,$2,1
14994954,4/14/2014,Publix,Monster,313617,$13,3
14995389,4/20/2014,Walmart,Rockstar,420618,$4,2
14995840,4/20/2014,Walmart,Rockstar,7065,$3,2
14996699,4/20/2014,Kroger,Red Bull,146211,$2,1
14996975,4/19/2014,Walmart,Red Bull,363729,$3,1
14997650,4/18/2014,Walmart,Monster,414350,$2,1
14997963,4/20/2014,CVS,Rockstar,292962,$4,2
14998046,4/20/2014,Walmart,Red Bull,288125,$2,1
14998550,4/14/2014,Walgreens,5 Hour Energy,401290,$6,1
14998684,4/13/2014,Walmart,Red Bull,437370,$4,2
14998684,4/13/2014,Walmart,Rockstar,437370,$6,1
14998692,4/18/2014,Walmart,Rockstar,437370,$8,2
14998701,4/21/2014,Walmart,Monster,182134,$2,1
14998957,4/18/2014,Walmart,Rockstar,456870,$2,1
14999100,4/10/2014,Safeway,Monster,297694,$2,1
14999189,4/19/2014,Target,Red Bull,108778,$18,1
14999277,4/20/2014,Walmart,Monster,186505,$2,1
14999305,4/19/2014,Target,Rockstar,369980,$3,1
14999312,4/21/2014,Kroger,Red Bull,54376,$2,1
14999456,4/20/2014,Safeway,Red Bull,74918,$3,2
14999456,4/20/2014,Safeway,Rockstar,74918,$4,2
14999866,4/20/2014,Walmart,Red Bull,347806,$18,1
15000668,4/7/2014,Walgreens,Red Bull,257004,$11,2
15000747,4/19/2014,Publix,Red Bull,307862,$7,2
15001132,4/21/2014,CVS,Monster,351743,$4,2
15002263,4/18/2014,Walmart,Monster,360354,$6,1
15003265,4/18/2014,Kroger,Rockstar,116487,$2,1
15003596,4/21/2014,CVS,Monster,262432,$16,8
15003888,4/20/2014,Walmart,Monster,449386,$2,1
15004221,4/20/2014,Kroger,Red Bull,76895,$21,1
15005364,4/17/2014,Publix,Monster,244149,$5,3
15005375,4/20/2014,Walmart,Red Bull,365361,$6,1
15005664,4/14/2014,Kroger,Rockstar,106297,$2,1
15005986,4/19/2014,Kroger,Monster,86563,$2,1
15006444,4/20/2014,Walmart,Monster,387199,$4,2
15006848,4/12/2014,Walmart,Red Bull,201613,$5,3
15006868,4/20/2014,Walmart,Red Bull,182827,$2,1
15006956,4/21/2014,Walmart,Monster,488130,$2,1
15007443,4/18/2014,Walmart,Monster,482391,$2,1
15007563,4/19/2014,Walmart,Monster,470012,$6,1
15007871,4/11/2014,Publix,Monster,281230,$2,1
15008504,4/13/2014,Target,Monster,49528,$11,2
15008564,4/21/2014,Walmart,Red Bull,63455,$2,1
15008766,4/13/2014,Walmart,Red Bull,82828,$5,2
15009192,4/21/2014,Kroger,Red Bull,297685,$4,1
15009625,4/14/2014,Safeway,Red Bull,412529,$10,1
15009868,4/11/2014,Walmart,Monster,253979,$6,1
15010030,4/18/2014,Kroger,Rockstar,79664,$8,4
15010064,4/19/2014,Safeway,Red Bull,212944,$3,2
15010105,4/18/2014,Walmart,Red Bull,201613,$10,1
15010296,4/16/2014,Kroger,Red Bull,96306,$2,1
15011777,4/20/2014,Walmart,Rockstar,258702,$2,1
15011832,4/19/2014,Safeway,Monster,381520,$4,2
15011855,4/16/2014,Kroger,Monster,381520,$2,1
15011955,4/12/2014,Walmart,Red Bull,459020,$18,1
15012020,4/21/2014,Publix,Red Bull,271456,$8,1
15012177,4/9/2014,Walmart,5 Hour Energy,196320,$3,1
15012400,4/20/2014,Walmart,Monster,421893,$2,1
15012543,4/20/2014,Walmart,5 Hour Energy,236972,$13,1
15013177,4/19/2014,Walmart,Red Bull,500340,$2,1
15013225,4/21/2014,Walmart,Red Bull,500340,$2,1
15013478,4/19/2014,Safeway,Red Bull,412529,$3,1
15013938,4/19/2014,Target,Red Bull,130231,$22,3
15014593,4/19/2014,Walgreens,Red Bull,460269,$2,1
15014662,4/13/2014,Walmart,Monster,277919,$6,1
15014795,4/21/2014,Kroger,Red Bull,293187,$8,1
15015731,4/16/2014,Kroger,Red Bull,214902,$2,1
15015787,4/16/2014,Walmart,Red Bull,254017,$6,1
15015965,4/17/2014,Target,Red Bull,401596,$6,1
15016156,4/21/2014,Walmart,Monster,317258,$6,1
15016549,4/12/2014,Target,5 Hour Energy,299821,$3,1
15016664,4/21/2014,Walmart,Monster,478696,$2,1
15016664,4/21/2014,Walmart,Rockstar,478696,$2,1
15016938,4/19/2014,Walmart,Monster,317186,$2,1
15017781,4/17/2014,Walmart,Rockstar,380504,$3,2
15018771,4/21/2014,Walmart,Red Bull,381832,$8,2
15019529,4/21/2014,Walgreens,5 Hour Energy,310300,$8,1
15019639,4/19/2014,Target,Rockstar,380504,$5,3
15019987,4/21/2014,Walmart,Monster,470012,$4,2
15020229,4/18/2014,Walgreens,Red Bull,76825,$2,1
15020479,4/15/2014,Walgreens,Red Bull,92325,$5,3
15020638,4/21/2014,Kroger,Red Bull,92325,$3,2
15021142,4/21/2014,Walmart,Monster,197586,$6,1
15022327,4/19/2014,Walmart,Monster,446358,$2,1
15022698,4/19/2014,Walmart,5 Hour Energy,437143,$13,1
15022703,4/11/2014,Kroger,Monster,11507,$2,1
15022771,4/19/2014,Walmart,5 Hour Energy,437143,$13,1
15023309,4/13/2014,Kroger,Red Bull,101608,$3,2
15023500,4/21/2014,Publix,Red Bull,61509,$7,2
15023595,4/15/2014,CVS,Monster,162425,$4,2
15023689,4/17/2014,CVS,Monster,162425,$4,2
15023796,4/18/2014,CVS,Monster,162425,$4,2
15023955,4/21/2014,Walmart,Red Bull,475351,$1,1
15024036,4/19/2014,Walmart,Monster,188146,$4,2
15024046,4/14/2014,Walmart,Red Bull,325729,$6,1
15024071,4/11/2014,CVS,Monster,334992,$4,2
15024588,4/20/2014,Walgreens,Monster,442724,$3,1
15025231,4/21/2014,Target,Monster,332,$6,1
15025956,4/18/2014,Walgreens,Rockstar,403883,$3,2
15026129,4/19/2014,CVS,Monster,284982,$4,2
15026375,4/21/2014,Publix,Red Bull,255238,$3,1
15026438,4/18/2014,Target,Rockstar,217506,$1,1
15026529,4/20/2014,Walmart,Monster,381876,$2,1
15026876,4/21/2014,Walgreens,Red Bull,136245,$4,1
15027119,4/21/2014,Walmart,Red Bull,511816,$6,1
